id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7094112,"Stuyvesant, East Village",12749467,Naomi,Manhattan,East Village,Entire home/apt,198,30,5,1/8/2019,0.11,1,301
7160545,Sunny East Village Nest,334348,Juju,Manhattan,East Village,Entire home/apt,148,3,9,1/25/2019,0.19,1,8
7174361,2 BEDROOM APT IN MANHATTAN midtown SLEEPS 5 GUESTS,37579015,Ana,Manhattan,Hell's Kitchen,Private room,250,2,17,1/6/2019,0.37,5,130
7180335,Comfortable Bedroom,3508047,Brian,Brooklyn,Bushwick,Private room,35,5,1,1/1/2019,0.16,3,0
7199049,Quaint Room with street view,8792814,Caroline,Brooklyn,Bedford-Stuyvesant,Private room,65,1,5,1/1/2019,0.11,10,158
7221446,# sunny skylit sanctuary in the heart of BK! #,1903737,Natalie,Brooklyn,Bedford-Stuyvesant,Private room,29,3,30,3/24/2019,0.65,3,0
7246609,LES sunny and charming apartment,920222,Rosie,Manhattan,Lower East Side,Entire home/apt,200,3,18,1/2/2019,0.37,1,188
7255372,~Room for Guest in Stunning BK Apt~,37987441,Addie,Brooklyn,Bedford-Stuyvesant,Private room,32,3,7,1/27/2019,0.15,1,0
7272530,Lovely Room Close to the City,8792814,Caroline,Brooklyn,Bedford-Stuyvesant,Private room,65,1,6,1/3/2019,0.13,10,158
7309427,Beautiful Architect Renovated Home,38292974,Mark,Brooklyn,South Slope,Entire home/apt,399,3,11,1/6/2019,0.31,1,18
7341406,Private Spacious Room with bathroom,38460304,Leon,Brooklyn,Bedford-Stuyvesant,Private room,125,4,27,3/9/2019,0.57,2,312
7354701,Brooklyn Brownstone duplex + garden,3484734,JaimeLee & Travis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,159,7,6,1/4/2019,0.19,1,1
7368190,"Bright, Airy, Quiet 1 Bd",3890297,Babita,Manhattan,Kips Bay,Entire home/apt,199,3,20,3/8/2019,0.42,1,0
7473810,Light-filled urban cabin,39143718,Sean,Brooklyn,Bedford-Stuyvesant,Entire home/apt,400,7,9,1/2/2019,0.2,2,365
7475079,Quiet bright clean and convenient in 2 Bdroom apt.,39148503,Ramiro,Brooklyn,Williamsburg,Private room,70,3,8,1/1/2019,0.17,2,0
7515694,A charming Parisian style apartment,1825554,Chris,Manhattan,Chelsea,Entire home/apt,210,1,10,1/1/2019,0.22,1,6
7556153,Fort Greene Sanctuary,16437254,Benjamin,Brooklyn,Fort Greene,Entire home/apt,123,30,7,3/9/2019,0.19,21,342
7645359,Old World Charm in Hip Brooklyn,7500,Russ,Brooklyn,Clinton Hill,Entire home/apt,175,30,7,3/2/2019,0.17,1,27
7656308,Large Private Bedroom in Williamsburg Apartment,1311104,Christopher,Brooklyn,Williamsburg,Private room,45,30,19,3/21/2019,0.43,1,0
7657879,Beautiful GRDN Apt Chelsea Meatpacking Min 30 days,1163318,Vanessa,Manhattan,Chelsea,Entire home/apt,270,30,195,3/17/2019,4.26,1,270
7686940,The Wielingen,40371157,Jimmy,Bronx,Longwood,Private room,95,1,182,1/1/2019,3.82,2,0
7699037,Airy Basement Apartment,40439772,Ezra,Manhattan,Washington Heights,Private room,45,3,29,1/5/2019,0.61,2,0
7717598,Cozy Brooklyn Private Home,40532977,Johari,Brooklyn,Bedford-Stuyvesant,Entire home/apt,35,3,63,1/21/2019,1.33,4,0
7734176,Spacious two bedroom in NYC,40645778,Angela,Manhattan,Hell's Kitchen,Entire home/apt,300,3,12,1/1/2019,0.26,1,33
7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,Private room,37,30,13,2/28/2019,0.28,6,333
7742486,"Charming Park Slope 1BR! Near F, G, R",40695843,Maia,Brooklyn,Park Slope,Entire home/apt,145,5,18,1/3/2019,0.5,1,0
7749763,Shared male Room on Manhattan. Amazing view! II,39528519,Max,Manhattan,Lower East Side,Shared room,35,14,6,2/16/2019,0.25,28,201
7760204,"LG, quiet room nr Cloisters, A, 1",8335684,Mary,Manhattan,Inwood,Private room,22,1,13,1/2/2019,0.28,3,0
7853561,2Br~Union square~Newly furnished,2119276,Host,Manhattan,Gramercy,Entire home/apt,200,30,5,1/13/2019,0.11,39,331
7871985,Your Perfect Home Away From Home,5577926,Lou,Queens,Astoria,Entire home/apt,58,30,7,3/19/2019,0.15,4,134
7887966,The City Farmhouse APT B **MONTHLY RENTALS**,119441,Angele,Queens,Astoria,Entire home/apt,100,30,61,3/28/2019,1.39,3,224
7933257,Artist's brownstone apartment in Brooklyn,109981,Rosie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,11,1/1/2019,0.93,1,6
7966943,BEAUTIFUL 1 BDR APT W/ PRIVATE ROOF,4352069,Rebecca,Manhattan,East Village,Entire home/apt,400,1,15,1/2/2019,0.34,2,6
7967922,Big Private Room in Ridgewood,4094837,Siebren,Queens,Ridgewood,Private room,52,10,8,3/10/2019,0.17,1,36
7973484,Sunny Apt. on the UES in NYC,17770287,Nina,Manhattan,Upper East Side,Entire home/apt,115,30,12,2/8/2019,0.27,14,239
7988411,Heart of Greenwich Village!,276042,Kathleen,Manhattan,Greenwich Village,Private room,75,1,32,1/1/2019,1.63,1,0
8005645,BEST DEAL – 1BR APT – 15 MIN from MANHATTAN!,11360525,James,Queens,Sunnyside,Entire home/apt,130,5,4,1/3/2019,0.09,1,0
8007908,Rare Find: Stylish West Village Townhouse,390117,Coco,Manhattan,West Village,Entire home/apt,375,3,19,2/19/2019,0.46,2,0
8065272,Bright & quiet West Village studio,2928867,Irene,Manhattan,West Village,Entire home/apt,179,2,10,1/1/2019,0.22,1,0
8081037,Lavish Studio with Great Amenities in FiDi,30283594,Kara,Manhattan,Financial District,Entire home/apt,189,30,4,1/28/2019,0.11,121,365
8111321,Huge 1 BR entire apt,32441059,Cory,Queens,Astoria,Entire home/apt,70,2,13,1/11/2019,0.28,1,159
8132082,Lovely 1br in Heart of Brooklyn,4983838,Rebecca,Brooklyn,Bedford-Stuyvesant,Entire home/apt,103,7,14,1/1/2019,0.31,1,13
8217454,The Notorious B.N.B. {Custom},1177497,Jessica,Brooklyn,Clinton Hill,Private room,199,1,20,1/3/2019,0.45,11,365
8237244,Charming Studio + Private Balcony,38363621,Michael,Manhattan,East Village,Entire home/apt,215,3,72,3/23/2019,1.56,1,0
8257585,Spacious apartment in trendy neighborhood,41547419,Candy,Manhattan,Greenwich Village,Entire home/apt,240,1,72,1/18/2019,1.8,1,0
8266871,"Cozy, comfortable private room",983006,Gabriela,Brooklyn,Bedford-Stuyvesant,Private room,38,2,2,1/1/2019,0.04,1,0
8269681,Sunny Clean Bedroom,43601551,Anamaria & Ricardo,Manhattan,East Harlem,Private room,75,2,13,1/2/2019,0.28,2,325
8272818,"Three-Story Brick Brownstone, Perfect for Families",179246,Francis & Daniele,Brooklyn,Bedford-Stuyvesant,Entire home/apt,469,9,7,1/2/2019,0.16,2,48
8281340,"Spacious, Townhouse Garden Apt",21628945,Keith,Brooklyn,Bedford-Stuyvesant,Entire home/apt,121,2,16,1/28/2019,0.42,2,0
8301159,Big Sunny Room in Manhattan!!! (B6),5164854,Lilia,Manhattan,Harlem,Private room,57,3,17,1/2/2019,0.38,8,341
8354383,Artist 1.5 bedroom WHOLE apartment!,38204730,Kathy,Manhattan,Gramercy,Entire home/apt,239,5,2,1/5/2019,0.05,3,30
8373265,Huge Private Cool 1BR Harlem -Close 2 Central Park,15094887,Lisa,Manhattan,Harlem,Entire home/apt,150,5,11,1/2/2019,0.82,1,0
8385108,Cozy private room,2448006,El Haj,Manhattan,Harlem,Private room,100,3,6,1/2/2019,0.13,3,349
8385284,"2 bdrm apt in Bushwick off L,M",13501341,Fiorella,Brooklyn,Bushwick,Entire home/apt,82,4,8,2/24/2019,0.22,2,0
8389302,Elegant Sanctuary close to all,4168247,Lidia,Brooklyn,Fort Greene,Entire home/apt,135,6,12,1/25/2019,0.32,1,188
8403327,Sunny Apt in Williamsburg Brooklyn,15928518,Karen,Brooklyn,Williamsburg,Entire home/apt,110,3,10,1/1/2019,0.22,1,0
8410347,"Haven In The Heights - Huge, Bright Bedroom!",44303500,Bruce & Suzanne,Manhattan,Washington Heights,Private room,70,2,1,1/2/2019,0.16,2,0
8414314,Huge Space in Williamsburg BK,44322686,Matt,Brooklyn,Williamsburg,Private room,65,1,9,3/16/2019,0.19,1,35
8426874,Private Holiday Loft in the East Village,17853061,Jonathan,Manhattan,East Village,Entire home/apt,120,3,4,1/1/2019,0.09,1,0
8439145,"Beautiful, Secure, Central NYC Apartment!",7654837,George,Manhattan,Midtown,Entire home/apt,149,10,3,1/1/2019,0.13,1,14
8442997,"1,000 Square Foot Apt - in MANHATTAN!",18418581,Pooja,Manhattan,Washington Heights,Entire home/apt,235,1,28,3/10/2019,0.64,3,364
8470281,Cozy room in the city,31469635,Ricky,Manhattan,Harlem,Private room,60,1,1,1/1/2019,0.16,2,363
8506745,Comfy Bed in Clinton Hill Loft,44037475,Hannah,Brooklyn,Bedford-Stuyvesant,Shared room,29,8,41,2/26/2019,0.89,4,53
8532358,Smile APT in BK,44924968,Stephan,Brooklyn,Crown Heights,Private room,60,2,42,1/1/2019,0.94,1,354
8650854,Beautiful and Large Private Room 1Block from train,21508828,Nguyen,Manhattan,Washington Heights,Private room,64,1,16,1/2/2019,0.36,2,249
8652653,Whole apartment in Greenpoint.,21169602,Jonathan,Brooklyn,Greenpoint,Entire home/apt,200,1,3,3/31/2019,0.11,1,0
8671663,Two bus stops to World Trade Center,45550171,Michael,Staten Island,Concord,Entire home/apt,120,1,26,2/16/2019,0.58,1,333
8693545,Great affordable room.,42421006,Jose,Manhattan,Washington Heights,Private room,99,1,129,1/24/2019,3.75,2,299
8703888,Private room with Full size Bed M,30791331,Tsepak,Queens,Jackson Heights,Private room,50,2,49,1/2/2019,1.08,2,356
8733472,20 mins to Manhattan Entire Studio,475986,Mary Beth,Queens,Kew Gardens,Entire home/apt,100,1,14,1/1/2019,0.31,1,90
8776479,East Williamsburg / Bushwick loft,8822845,Adam,Brooklyn,Williamsburg,Entire home/apt,140,7,16,3/15/2019,0.49,1,1
8783567,Studio Apt on The Upper West Side,46039971,Brady,Manhattan,Upper West Side,Entire home/apt,190,5,15,3/21/2019,0.35,1,0
8799559,ROOM WITH VIEW IN MANHATTAN!,37818581,Sofia,Manhattan,East Harlem,Private room,150,1,207,2/21/2019,4.55,4,0
8838513,Room in colorful Bushwick SUPER close to subways!,1423123,Gretchen,Brooklyn,Bedford-Stuyvesant,Private room,45,1,9,3/6/2019,0.27,1,0
8846293,5min from airport,46087238,Michion,Queens,Jamaica,Private room,45,1,25,1/31/2019,0.65,2,335
8858228,Spacious yet cozy apt; heart of BK,2232742,Kate,Brooklyn,Cobble Hill,Entire home/apt,200,5,7,1/1/2019,0.16,1,0
8866669,Gorgeous Loft in Greenpoint!,2452616,Arielle,Brooklyn,Greenpoint,Entire home/apt,175,2,12,1/13/2019,0.77,1,0
8877466,"Spacious Apt, 15min from the city",46458011,Emma,Brooklyn,Bushwick,Private room,65,2,28,3/19/2019,0.7,1,204
8955543,Jewel On Parkside 2,11546043,Liz And Cesar,Brooklyn,Prospect-Lefferts Gardens,Private room,65,28,13,2/5/2019,0.3,3,319
8994025,Sunny & Spacious Room w/ Private Bathroom,12774739,Stefan,Brooklyn,Bedford-Stuyvesant,Private room,40,5,12,3/10/2019,0.28,1,0
8995042,Private room in Brooklyn,25077909,Carlos,Brooklyn,Bedford-Stuyvesant,Private room,50,3,15,2/28/2019,0.33,2,217
9043905,"Bright, Charming APT in West Village/SoHo",3331710,Amy,Manhattan,Greenwich Village,Entire home/apt,200,2,29,1/1/2019,0.65,1,0
9075249,Spacious Ft. Greene room near subway/restaurants,7019923,Allison,Brooklyn,Clinton Hill,Private room,65,30,8,1/5/2019,0.18,1,18
9077858,Beautiful shared apartment / Coliving in Brooklyn,27974952,Alex,Brooklyn,East Flatbush,Shared room,27,30,7,3/20/2019,0.16,7,342
9108196,Cozy Room,45601111,Dlb,Queens,Laurelton,Private room,34,2,71,1/29/2019,1.72,5,282
9149930,Prime west village ~Charming 1BR,2119276,Host,Manhattan,West Village,Entire home/apt,150,30,10,1/25/2019,0.39,39,241
9155212,Affordable & Cozy East Village Room,47661247,Lydia,Manhattan,East Village,Private room,85,6,10,1/2/2019,0.23,1,36
9238515,Cozy studio just off Main Street,48017685,Gonzalo,Queens,Flushing,Shared room,20,3,3,1/25/2019,0.07,1,0
9331114,Bright One Bedroom in Williamsburg,1698259,Jeff,Brooklyn,Williamsburg,Entire home/apt,140,7,31,3/25/2019,0.72,1,209
9342019,Cozy 2 Bedroom in Historic District,22308430,Benjamin,Queens,Jackson Heights,Entire home/apt,144,2,13,3/24/2019,0.3,1,288
9351679,"1Bdr APARTMENT, Astoria, NY [10min from Manhattan]",48534909,Despina,Queens,Astoria,Entire home/apt,99,4,4,1/4/2019,0.09,1,0
9366053,Sunny and Spacious Room in Bushwick,258409,Stephanie,Brooklyn,Bushwick,Private room,90,3,6,1/2/2019,0.32,1,0
9387436,Rhonda's bed and breakfast,48696992,Rhonda,Brooklyn,Bedford-Stuyvesant,Private room,130,2,16,1/1/2019,0.41,1,262
9394188,Room for 1 Female or Couple,38805180,Maria,Bronx,Mott Haven,Private room,65,3,2,1/2/2019,0.05,1,356
9401508,Private RM in 3 bedroom brownstone in Bedstuy,48757168,Eva,Brooklyn,Bedford-Stuyvesant,Private room,34,5,34,1/14/2019,0.77,1,7
9445342,Times Sq brand huge new 2 room!!!!,48866651,Nissim,Manhattan,Hell's Kitchen,Entire home/apt,80,30,10,3/31/2019,0.24,5,357
9445789,Reno huge 2 room quiet Times Sq!!!,48866651,Nissim,Manhattan,Hell's Kitchen,Entire home/apt,70,30,5,1/27/2019,0.12,5,341
9476397,Spacious room in the heart of Astoria!,40503875,Hebert,Queens,Astoria,Private room,60,1,49,2/4/2019,1.13,2,0
9485047,Cozy 1 bed Apt in Hell's Kitchen!,49160243,Paulo,Manhattan,Hell's Kitchen,Entire home/apt,219,4,130,2/14/2019,3.04,1,329
9519514,NYC Town House,3338222,Damian,Manhattan,West Village,Entire home/apt,1200,6,1,1/4/2019,0.16,1,290
9530293,Private Room in Sunny & Spacious WaHi Retreat,21100276,Cory,Manhattan,Washington Heights,Private room,43,4,70,3/7/2019,1.61,1,0
9541320,Gorgeous BK Apt steps from Barcalys,19698371,Ben,Brooklyn,Gowanus,Entire home/apt,63,5,2,1/4/2019,0.05,1,0
9543637,Lovely studio in East Village,10681247,Sonja,Manhattan,East Village,Entire home/apt,83,3,31,2/16/2019,0.73,1,0
9546994,Spacious 1BR in UES townhouse,45595980,Tny,Manhattan,Upper East Side,Entire home/apt,130,30,10,1/7/2019,0.41,12,13
9574953,Beautiful 2BR Apt in Williamsburg,4025647,Eduardo,Brooklyn,Williamsburg,Entire home/apt,200,7,3,1/2/2019,0.08,1,216
9591913,"New Studio, 10 mn to Manhattan, Clinton Hill",34503055,Chrystelle,Brooklyn,Clinton Hill,Entire home/apt,105,14,9,2/3/2019,0.21,1,285
9614969,Cozy Room in East Harlem,49673620,Vanessa,Manhattan,East Harlem,Private room,60,3,10,1/2/2019,0.23,1,0
9645934,Great NYC Apt in Forest Hills,2204011,Beto,Queens,Forest Hills,Entire home/apt,100,4,11,1/15/2019,0.31,1,15
9660635,Brownstone!- 15 min to Manhattan!!,1633246,Natasha,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,4,8,3/25/2019,0.19,4,0
9674453,ENTIRE Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,Entire home/apt,239,3,8,1/2/2019,0.19,4,274
9684998,Sunny 1 bedroom in Upper East Side,6115134,Masa,Manhattan,Upper East Side,Entire home/apt,112,4,13,3/8/2019,0.3,1,0
9694633,Renovated Greenpoint Apartment,3245480,Mike,Brooklyn,Greenpoint,Entire home/apt,109,4,4,1/1/2019,0.09,1,0
9696653,Stylish 1br apt west village,5291029,Qiyao,Manhattan,Greenwich Village,Entire home/apt,108,1,111,2/25/2019,2.57,1,0
9740150,Bright and Cosy bedroom,50145118,Sonia,Manhattan,Harlem,Private room,89,1,19,1/4/2019,0.44,3,0
9770041,Two Bedroom In Williamsburg,96598,Michelle,Brooklyn,Greenpoint,Entire home/apt,205,7,2,1/1/2019,0.19,1,0
9790748,Doorman 2 bed 1.5 Ba! Sky view!5173,16098958,Jeremy & Laura,Manhattan,Upper East Side,Entire home/apt,260,30,1,3/30/2019,0.3,96,336
9794364,Large Room in Manhattan Duplex,8546088,Jonathan,Manhattan,Upper West Side,Private room,100,2,42,3/19/2019,1.02,1,0
9818465,Sunny apt in morningside heights,24554945,Michael E.,Manhattan,Morningside Heights,Entire home/apt,125,6,5,1/1/2019,0.16,1,1
9819545,Huge Space in E. Williamsburg Apt.,22159648,Sinat,Brooklyn,Williamsburg,Private room,75,1,2,1/2/2019,0.21,2,0
9838053,"Large, Furnished Bedroom in Bushwick",48939879,Ena,Brooklyn,Bushwick,Private room,39,10,2,1/14/2019,0.28,1,0
9841695,"Beautiful , Peaceful , Paradise",50678424,Don,Brooklyn,Bedford-Stuyvesant,Entire home/apt,206,1,35,1/1/2019,0.81,2,365
9882440,"Spectacular, high-end 2BR apt close to Bryant Park",30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,369,30,3,1/10/2019,0.07,121,345
9886606,Beautiful Bedroom & Bath For Rent!!,221266,James,Manhattan,East Harlem,Private room,94,2,3,2/12/2019,0.07,1,0
9887763,Spacious and comfortable rm in LIC,31534322,Nia,Queens,Long Island City,Private room,90,2,59,1/2/2019,1.37,4,33
9911887,Bright Loft in Heart of Williamsbug,1999466,Robin,Brooklyn,Williamsburg,Entire home/apt,220,2,25,1/1/2019,0.65,1,5
9921802,Sunny Cozy Room in Lovely Bed-Stuy,19844147,Emory,Brooklyn,Bedford-Stuyvesant,Private room,60,3,8,2/10/2019,0.58,1,296
9926520,BK/NYC Apt near Prospect Prk,432318,Taylor,Brooklyn,Kensington,Entire home/apt,85,7,3,1/2/2019,0.14,1,0
9937667,Central Park South Luxury 3 Bedroom,50760546,CRNY Monthly Rentals,Manhattan,Midtown,Entire home/apt,249,30,5,2/15/2019,0.12,31,125
9992903,Williamsburg Large Modern Studio,431884,Morgan,Brooklyn,Williamsburg,Entire home/apt,115,4,38,1/2/2019,0.89,1,0
10002428,The authentic TriBeCa artist loft experience!,5885714,Micheal,Manhattan,Tribeca,Entire home/apt,485,3,14,1/1/2019,0.36,1,54
10012292,"Entire 2 bedroom in Williamsburg, Brooklyn!",51422606,Kensey,Brooklyn,Williamsburg,Entire home/apt,96,2,17,1/2/2019,0.4,1,0
10016601,Murray Hill 1 Bedroom Apartment (62),50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,Entire home/apt,115,30,5,3/17/2019,0.14,31,179
10017170,Murray Hill 2 Bedroom Suite,50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,Entire home/apt,150,30,3,3/30/2019,0.1,31,107
10033868,NICE 2 BED APT NEAR TIME SQUARE,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,166,30,7,1/3/2019,0.18,31,195
10052674,Garden level apt w Bocci court/grill in backyard,5769728,Adam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,67,2,12,1/5/2019,0.59,1,332
10106768,Peaceful Artist Bedroom—Just 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,Private room,62,3,69,1/19/2019,1.7,6,27
10116220,Twin Cabin Two,51913826,The Bowery House,Manhattan,Nolita,Private room,84,1,1,3/31/2019,0.3,8,0
10118660,Queen Cabin with Window One,51913826,The Bowery House,Manhattan,Nolita,Private room,124,1,19,3/21/2019,0.46,8,0
10119376,Queen Cabin with Window Two,51913826,The Bowery House,Manhattan,Nolita,Private room,159,1,9,3/16/2019,0.22,8,0
10130963,Family room with Shared Bathroom,51991283,Jennifer,Manhattan,Harlem,Private room,209,1,1,3/21/2019,0.27,5,244
10149453,SoHo Gem *Amazing Deal!!,12485770,Raanan,Manhattan,SoHo,Entire home/apt,105,30,2,3/3/2019,0.06,9,327
10157977,NYC 3 Bedroom Loft Apt LES Downtown Manhattan,173218,Alex,Manhattan,Lower East Side,Entire home/apt,299,30,60,1/5/2019,1.71,1,332
10185960,Brownstone in Carroll Gardens,42487547,Peter,Brooklyn,Carroll Gardens,Entire home/apt,115,3,9,1/3/2019,0.21,1,0
10192593,"Cozy Room in LIC, 7 min to TimesSq",1589909,Alosha,Queens,Long Island City,Private room,79,15,9,1/3/2019,0.26,2,259
10207629,Design Swimming Pool!LUX***** 5140,16098958,Jeremy & Laura,Manhattan,Upper West Side,Entire home/apt,180,30,4,1/3/2019,0.12,96,319
10233905,"Sunny Brooklyn, NYC Apartment",14590096,Sophia,Brooklyn,East New York,Entire home/apt,70,30,62,1/1/2019,1.56,1,7
10291127,Doorman XL one bedroom!5109,16098958,Jeremy & Laura,Manhattan,Midtown,Entire home/apt,160,30,4,3/4/2019,0.12,96,365
10314411,Ultra-Modern 6-bedroom House (Great for Groups),4393578,Jack,Manhattan,Chelsea,Entire home/apt,1731,10,84,3/31/2019,2.8,2,97
10337217,NYC Sweetheart Studio - Upper East,15310997,Mor,Manhattan,Upper East Side,Entire home/apt,100,30,7,2/8/2019,0.21,9,331
10403922,Brooklyn Park Slope Queen Bed,33213436,Alec,Brooklyn,Gowanus,Private room,149,1,93,2/18/2019,2.48,8,365
10411679,Cute Comfy Room in Greenpoint,15235299,Hai-Hsin,Brooklyn,Greenpoint,Private room,55,2,26,3/25/2019,0.81,2,0
10425572,Large Bedroom in 2BR spacious brownstone,265152,Marta,Brooklyn,Fort Greene,Private room,67,3,14,3/19/2019,0.41,3,0
10450820,Beautiful bright huge pre-war in Williamsburg,1918272,Seva,Brooklyn,Williamsburg,Entire home/apt,160,5,1,1/1/2019,0.16,1,305
10473676,Modern Apartment in Harlem,6385674,Daniel,Manhattan,Harlem,Entire home/apt,125,3,7,3/3/2019,0.19,1,0
10537651,Beautiful Central Harlem Apartment,2650644,Bianca,Manhattan,Harlem,Entire home/apt,70,7,12,1/19/2019,0.33,1,38
10542066,Cozy Room/ 10min LGA #2,51531044,Angela,Queens,Jackson Heights,Private room,45,1,78,3/22/2019,1.94,4,337
10542679,Cozy Guest Room in Brooklyn,18802626,Brittni,Brooklyn,Bedford-Stuyvesant,Private room,45,10,25,3/3/2019,0.62,1,29
10564616,Beautiful 2bed apt near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,185,30,8,3/9/2019,0.21,31,332
10591658,Beautiful Studio in Soho - Greenwich Village,14077910,Sabrina And Antoine,Manhattan,Greenwich Village,Entire home/apt,175,60,28,3/29/2019,0.7,1,126
10612199,Serene luxury in Harlem,54761069,Erika,Manhattan,Harlem,Private room,80,3,10,1/5/2019,0.28,1,332
10614204,Bright Clean North Central Park,13620283,Brenn,Manhattan,Harlem,Entire home/apt,135,3,16,1/1/2019,0.39,1,0
10686350,Chic and Cozy Chinatown Loft,10558652,Teddy,Manhattan,Two Bridges,Entire home/apt,320,4,6,1/1/2019,0.18,2,142
10702489,Charming room in Victorian house,14796247,Sandra And Cary,Brooklyn,Flatbush,Private room,49,7,22,2/28/2019,0.54,4,269
10730086,Spacious Brooklyn Room for Travelers,28546873,Justin,Brooklyn,Bedford-Stuyvesant,Private room,45,3,9,3/20/2019,0.34,1,80
10731317,Cozy NYC apartment shared space female only,10525320,Candace,Manhattan,Upper East Side,Shared room,40,1,56,3/15/2019,1.35,2,173
10847901,"Huge, sunny private room - 1 block from train",38116129,Marissa,Brooklyn,Bensonhurst,Private room,68,2,39,1/2/2019,1.1,1,0
10996466,"Big, Bright, Beautiful Room",38794144,Hannah,Brooklyn,Crown Heights,Private room,64,1,2,1/3/2019,0.07,1,21
11006093,West Soho/Hudson Square Gem 1b/1bath,56498254,Tecla,Manhattan,SoHo,Entire home/apt,150,7,9,2/18/2019,0.22,1,190
11032957,"Glorious brownstone apt w/ outdoor, Clinton Hill",57254931,Courtney,Brooklyn,Clinton Hill,Entire home/apt,190,7,60,2/17/2019,1.66,1,0
11121739,1 brd apartment for Easter week in NOHO,55425653,Alessandro,Manhattan,NoHo,Entire home/apt,180,3,4,3/16/2019,0.59,1,0
11123966,Charming Apartment With View,20794193,Carlo,Manhattan,Harlem,Entire home/apt,90,10,6,1/15/2019,0.18,1,6
11128811,Cozy Walk up apartment in a great neighborhood!,42779345,Jodi,Queens,Long Island City,Private room,50,2,3,2/17/2019,0.41,1,0
11147376,Luxury Apt in the Heart of Brooklyn,22218564,Jeremy,Brooklyn,Fort Greene,Entire home/apt,185,30,13,1/24/2019,0.33,1,212
11255694,Private room w/ bathroom & kitchen!,181201,Caroll,Brooklyn,Bedford-Stuyvesant,Private room,69,3,23,1/1/2019,0.57,1,317
11261146,Williamsburg Pied-à-terre,58779931,Nicholas,Brooklyn,Williamsburg,Entire home/apt,250,3,7,1/2/2019,0.38,1,0
11291712,One Bedrm BK Brownstone Beauty,25052740,Nina,Brooklyn,Bedford-Stuyvesant,Private room,50,7,10,1/17/2019,0.25,3,243
11325107,Cozy 1 Bedroom in the Village,3417090,Trevor,Manhattan,Gramercy,Entire home/apt,145,1,125,2/24/2019,3.63,1,0
11334476,Comfortable Bedroom,47515751,Jennyfer,Manhattan,Inwood,Private room,35,3,10,3/24/2019,0.24,2,31
11337187,"Cute, cozy, hip Williamsburg nest",22570120,Charles,Brooklyn,Williamsburg,Entire home/apt,95,30,10,2/9/2019,0.3,2,27
11381288,Lower East Side Living,49021868,Conor,Manhattan,Lower East Side,Entire home/apt,199,4,9,1/3/2019,0.22,1,0
11398939,Stay in Private Room in PARK SLOPE,4218873,Elizabeth,Brooklyn,Sunset Park,Private room,55,1,1,3/31/2019,0.3,1,0
11434570,Spacious park block garden studio,5162192,Amy,Manhattan,Upper West Side,Entire home/apt,140,30,19,3/3/2019,0.47,12,256
11442506,Apt in Upper West near Central Park,24405972,Paula,Manhattan,Upper West Side,Entire home/apt,250,4,3,1/2/2019,0.08,1,0
11451660,Great apartment -North Williamsburg,2266717,Thais & Antoine,Brooklyn,Greenpoint,Entire home/apt,140,2,43,1/6/2019,1.06,1,0
11452547,"Family friendly, amazing garden in Cobble hill",1621363,Elizabeth,Brooklyn,Boerum Hill,Entire home/apt,300,29,7,1/13/2019,0.19,2,312
11581737,1 Bedroom apt - near Central Park,196298,Hiershenee B.,Manhattan,Upper West Side,Entire home/apt,101,30,10,1/8/2019,0.4,1,0
11602050,Museum Mile 1 BR - Madison Ave,61391963,Corporate Housing,Manhattan,Upper East Side,Entire home/apt,133,30,7,1/19/2019,0.22,91,311
11603913,Doorman Gym Roofdeck Design 5129,16098958,Jeremy & Laura,Manhattan,Upper West Side,Entire home/apt,135,30,2,3/18/2019,0.06,96,313
11609108,Luxurious SOHO 1 Bedroom,61391963,Corporate Housing,Manhattan,Little Italy,Entire home/apt,142,30,6,3/13/2019,0.15,91,342
11640318,"Executive Room Central Park-Comfort,Classy-Midtown",1709718,Victoria,Manhattan,Midtown,Private room,285,1,32,1/2/2019,1.39,2,365
11651455,Midtown East 2 Bedroom 3 Beds,61391963,Corporate Housing,Manhattan,Midtown,Entire home/apt,150,30,9,1/31/2019,0.26,91,206
11675256,Luxury Apartment with Epic Views,34564001,Mike,Manhattan,Chelsea,Entire home/apt,290,2,62,3/6/2019,1.53,1,19
11715256,Luxurious 2 BR - Gramercy,61391963,Corporate Housing,Manhattan,Kips Bay,Entire home/apt,159,30,8,3/25/2019,0.37,91,190
